"Date","HTeam","HScore","ATeam","AScore","hID","aID","win"
1987-11-20,"Golden State Warriors",108,"Detroit Pistons",131,8,7,7
1987-11-20,"Dallas Mavericks",116,"Los Angeles Lakers",119,5,12,12
1987-11-20,"Boston Celtics",85,"Philadelphia 76ers",116,2,16,16
1987-11-20,"Los Angeles Clippers",112,"Phoenix Suns",96,11,17,11
1987-11-20,"Washington Bullets",101,"Portland Trail Blazers",120,23,18,18
1987-11-20,"Milwaukee Bucks",97,"Seattle SuperSonics",99,13,21,21
1987-11-20,"Indiana Pacers",81,"Utah Jazz",112,10,22,22
1987-11-21,"Houston Rockets",94,"Atlanta Hawks",104,9,1,1
1987-11-21,"Detroit Pistons",144,"Chicago Bulls",132,7,3,7
1987-11-21,"Philadelphia 76ers",88,"Cleveland Cavaliers",101,16,4,4
1987-11-21,"Denver Nuggets",97,"Los Angeles Clippers",91,6,11,6
1987-11-21,"Boston Celtics",107,"New Jersey Nets",97,2,14,2
1987-11-21,"Golden State Warriors",91,"New York Knicks",99,8,15,15
1987-11-21,"Dallas Mavericks",103,"Sacramento Kings",96,5,19,5
1987-11-21,"Utah Jazz",119,"San Antonio Spurs",120,22,20,20
1987-11-21,"Washington Bullets",103,"Seattle SuperSonics",124,23,21,21
1987-11-22,"Milwaukee Bucks",124,"Los Angeles Lakers",116,13,12,13
1987-11-22,"Indiana Pacers",110,"Portland Trail Blazers",120,10,18,18
1987-11-23,"Chicago Bulls",107,"Boston Celtics",102,3,2,3
1987-11-23,"San Antonio Spurs",117,"New York Knicks",112,20,15,20
1987-11-24,"New Jersey Nets",104,"Denver Nuggets",132,14,6,6
1987-11-24,"Los Angeles Clippers",123,"Golden State Warriors",120,11,8,11
1987-11-24,"Detroit Pistons",97,"Houston Rockets",83,7,9,7
1987-11-24,"Cleveland Cavaliers",104,"Philadelphia 76ers",108,4,16,16
1987-11-24,"Sacramento Kings",94,"Portland Trail Blazers",98,19,18,18
1987-11-24,"Los Angeles Lakers",85,"Seattle SuperSonics",103,12,21,21
1987-11-24,"Washington Bullets",83,"Utah Jazz",100,23,22,22
1987-11-25,"Atlanta Hawks",102,"Boston Celtics",117,1,2,2
1987-11-25,"New York Knicks",104,"Cleveland Cavaliers",101,15,4,15
1987-11-25,"Detroit Pistons",107,"Dallas Mavericks",113,7,5,5
1987-11-25,"San Antonio Spurs",102,"Indiana Pacers",133,20,10,10
1987-11-25,"Washington Bullets",101,"Los Angeles Clippers",96,23,11,23
1987-11-25,"Chicago Bulls",103,"Milwaukee Bucks",101,3,13,3
1987-11-25,"Houston Rockets",109,"Phoenix Suns",103,9,17,9
1987-11-26,"New Jersey Nets",102,"Sacramento Kings",110,14,19,19
1987-11-27,"Seattle SuperSonics",112,"Boston Celtics",117,21,2,2
1987-11-27,"Chicago Bulls",93,"Dallas Mavericks",94,3,5,5
1987-11-27,"San Antonio Spurs",111,"Detroit Pistons",143,20,7,7
1987-11-27,"Philadelphia 76ers",103,"Golden State Warriors",109,16,8,8
1987-11-27,"Atlanta Hawks",86,"Indiana Pacers",88,1,10,10
1987-11-27,"Denver Nuggets",119,"Los Angeles Lakers",127,6,12,12
1987-11-27,"New Jersey Nets",107,"Phoenix Suns",113,14,17,17
1987-11-27,"Los Angeles Clippers",87,"Portland Trail Blazers",97,11,18,18
1987-11-27,"Houston Rockets",96,"Utah Jazz",118,9,22,22
1987-11-28,"San Antonio Spurs",100,"Atlanta Hawks",124,20,1,1
1987-11-28,"Dallas Mavericks",98,"Denver Nuggets",106,5,6,6
1987-11-28,"Chicago Bulls",98,"Houston Rockets",86,3,9,3
1987-11-28,"Seattle SuperSonics",115,"Indiana Pacers",131,21,10,10
1987-11-28,"Boston Celtics",97,"Milwaukee Bucks",112,2,13,13
1987-11-28,"Cleveland Cavaliers",93,"New York Knicks",105,4,15,15
1987-11-28,"Philadelphia 76ers",114,"Sacramento Kings",115,16,19,19
1987-11-28,"Detroit Pistons",102,"Washington Bullets",124,7,23,23
1987-11-29,"New Jersey Nets",104,"Portland Trail Blazers",125,14,18,18
1987-11-30,"Indiana Pacers",94,"Milwaukee Bucks",104,10,13,13
1987-11-30,"Philadelphia 76ers",106,"Utah Jazz",100,16,22,16
1987-12-01,"Boston Celtics",106,"Atlanta Hawks",120,2,1,1
1987-12-01,"Chicago Bulls",98,"Golden State Warriors",97,3,8,3
1987-12-01,"Denver Nuggets",101,"Houston Rockets",106,6,9,9
1987-12-01,"Detroit Pistons",124,"New Jersey Nets",115,7,14,7
1987-12-01,"Seattle SuperSonics",112,"New York Knicks",109,21,15,21
1987-12-01,"Phoenix Suns",100,"Portland Trail Blazers",102,17,18,18
1987-12-01,"Los Angeles Lakers",125,"Sacramento Kings",120,12,19,12
1987-12-02,"New Jersey Nets",99,"Boston Celtics",130,14,2,2
1987-12-02,"Seattle SuperSonics",102,"Cleveland Cavaliers",104,21,4,4
1987-12-02,"Sacramento Kings",120,"Denver Nuggets",147,19,6,6
1987-12-02,"Milwaukee Bucks",105,"Detroit Pistons",115,13,7,7
1987-12-02,"Washington Bullets",102,"Indiana Pacers",108,23,10,10
1987-12-02,"Philadelphia 76ers",85,"Los Angeles Clippers",88,16,11,11
1987-12-02,"Portland Trail Blazers",117,"Los Angeles Lakers",104,18,12,18
1987-12-02,"Houston Rockets",93,"San Antonio Spurs",97,9,20,20
1987-12-02,"Chicago Bulls",105,"Utah Jazz",101,3,22,3
1987-12-03,"New York Knicks",114,"Phoenix Suns",120,15,17,17
1987-12-03,"Atlanta Hawks",102,"Washington Bullets",94,1,23,1
1987-12-04,"New Jersey Nets",102,"Atlanta Hawks",139,14,1,1
1987-12-04,"Golden State Warriors",95,"Dallas Mavericks",116,8,5,5
1987-12-04,"Chicago Bulls",89,"Denver Nuggets",105,3,6,6
1987-12-04,"Boston Celtics",105,"Detroit Pistons",128,2,7,7
1987-12-04,"Cleveland Cavaliers",108,"Indiana Pacers",90,4,10,4
1987-12-04,"Sacramento Kings",84,"Los Angeles Clippers",98,19,11,11
1987-12-04,"Los Angeles Lakers",83,"Milwaukee Bucks",85,12,13,13
1987-12-04,"Seattle SuperSonics",105,"Philadelphia 76ers",118,21,16,16
1987-12-04,"New York Knicks",92,"Utah Jazz",104,15,22,22
1987-12-05,"Los Angeles Lakers",95,"Cleveland Cavaliers",97,12,4,4
1987-12-05,"Denver Nuggets",96,"Dallas Mavericks",109,6,5,5
1987-12-05,"Golden State Warriors",96,"Houston Rockets",121,8,9,9
1987-12-05,"Portland Trail Blazers",133,"Phoenix Suns",115,18,17,18
1987-12-05,"Utah Jazz",126,"Sacramento Kings",117,22,19,22
1987-12-05,"Chicago Bulls",101,"San Antonio Spurs",110,3,20,20
1987-12-05,"Seattle SuperSonics",115,"Washington Bullets",99,21,23,21
1987-12-06,"Phoenix Suns",97,"Los Angeles Clippers",96,17,11,17
1987-12-06,"New York Knicks",99,"Portland Trail Blazers",117,15,18,18
1987-12-08,"Philadelphia 76ers",109,"Chicago Bulls",96,16,3,16
1987-12-08,"Portland Trail Blazers",117,"Detroit Pistons",127,18,7,7
1987-12-08,"Sacramento Kings",97,"Houston Rockets",106,19,9,9
1987-12-08,"Milwaukee Bucks",101,"Indiana Pacers",103,13,10,10
1987-12-08,"Atlanta Hawks",90,"Los Angeles Clippers",79,1,11,1
1987-12-08,"Los Angeles Lakers",98,"New Jersey Nets",81,12,14,12
1987-12-08,"Washington Bullets",92,"New York Knicks",116,23,15,15
1987-12-08,"Utah Jazz",100,"San Antonio Spurs",105,22,20,20
1987-12-08,"Cleveland Cavaliers",96,"Seattle SuperSonics",107,4,21,21
1987-12-09,"Denver Nuggets",124,"Boston Celtics",119,6,2,6
1987-12-09,"Sacramento Kings",98,"Dallas Mavericks",125,19,5,5
1987-12-09,"Cleveland Cavaliers",112,"Golden State Warriors",113,4,8,8
1987-12-09,"Portland Trail Blazers",86,"Philadelphia 76ers",94,18,16,16
1987-12-09,"Atlanta Hawks",105,"Phoenix Suns",117,1,17,17
1987-12-09,"Los Angeles Lakers",112,"Washington Bullets",120,12,23,23
1987-12-10,"Milwaukee Bucks",105,"Chicago Bulls",111,13,3,3
1987-12-10,"Utah Jazz",93,"Houston Rockets",98,22,9,9
1987-12-10,"Seattle SuperSonics",96,"Los Angeles Clippers",113,21,11,11
1987-12-10,"Indiana Pacers",108,"New Jersey Nets",91,10,14,10
1987-12-10,"Denver Nuggets",97,"New York Knicks",113,6,15,15
1987-12-11,"Los Angeles Lakers",115,"Boston Celtics",114,12,2,12
1987-12-11,"Phoenix Suns",104,"Dallas Mavericks",108,17,5,5
1987-12-11,"Washington Bullets",108,"Detroit Pistons",114,23,7,7
1987-12-11,"Atlanta Hawks",109,"Golden State Warriors",93,1,8,1
1987-12-11,"Portland Trail Blazers",112,"Milwaukee Bucks",125,18,13,13
1987-12-11,"Cleveland Cavaliers",115,"Sacramento Kings",113,4,19,4
1987-12-12,"Houston Rockets",103,"Chicago Bulls",112,9,3,3
1987-12-12,"New York Knicks",96,"Detroit Pistons",124,15,7,7
1987-12-12,"Portland Trail Blazers",108,"Indiana Pacers",101,18,10,18
1987-12-12,"Washington Bullets",122,"New Jersey Nets",107,23,14,23
1987-12-12,"Denver Nuggets",131,"Philadelphia 76ers",121,6,16,6
1987-12-12,"Phoenix Suns",110,"San Antonio Spurs",129,17,20,20
1987-12-12,"Los Angeles Clippers",95,"Seattle SuperSonics",116,11,21,21
1987-12-12,"Golden State Warriors",93,"Utah Jazz",127,8,22,22
1987-12-13,"Cleveland Cavaliers",89,"Los Angeles Lakers",90,4,12,12
1987-12-13,"Dallas Mavericks",113,"Milwaukee Bucks",99,5,13,5
1987-12-13,"Atlanta Hawks",106,"Sacramento Kings",100,1,19,1
1987-12-14,"Seattle SuperSonics",95,"Utah Jazz",116,21,22,22
1987-12-15,"Indiana Pacers",91,"Atlanta Hawks",93,10,1,1
1987-12-15,"Dallas Mavericks",93,"Cleveland Cavaliers",106,5,4,4
1987-12-15,"Chicago Bulls",123,"Detroit Pistons",127,3,7,7
1987-12-15,"Phoenix Suns",97,"Los Angeles Lakers",122,17,12,12
1987-12-15,"San Antonio Spurs",98,"New Jersey Nets",104,20,14,14
1987-12-15,"Milwaukee Bucks",103,"New York Knicks",98,13,15,13
1987-12-15,"Seattle SuperSonics",109,"Portland Trail Blazers",128,21,18,18
1987-12-15,"Los Angeles Clippers",108,"Sacramento Kings",128,11,19,19
1987-12-15,"Boston Celtics",122,"Washington Bullets",102,2,23,2
1987-12-16,"Utah Jazz",111,"Boston Celtics",121,22,2,2
1987-12-16,"Houston Rockets",113,"Denver Nuggets",132,9,6,6
1987-12-16,"Dallas Mavericks",109,"New Jersey Nets",105,5,14,5
1987-12-16,"San Antonio Spurs",102,"Philadelphia 76ers",114,20,16,16
1987-12-17,"Cleveland Cavaliers",100,"Chicago Bulls",111,4,3,3
1987-12-17,"Los Angeles Lakers",113,"Golden State Warriors",106,12,8,12
1987-12-17,"Houston Rockets",92,"Los Angeles Clippers",98,9,11,11
1987-12-17,"Philadelphia 76ers",106,"New York Knicks",96,16,15,16
1987-12-17,"Sacramento Kings",109,"Seattle SuperSonics",114,19,21,21
1987-12-17,"Indiana Pacers",111,"Washington Bullets",115,10,23,23
1987-12-18,"New Jersey Nets",94,"Cleveland Cavaliers",103,14,4,4
1987-12-18,"Dallas Mavericks",112,"Detroit Pistons",117,5,7,7
1987-12-18,"Utah Jazz",97,"Indiana Pacers",121,22,10,10
1987-12-18,"Atlanta Hawks",94,"Milwaukee Bucks",87,1,13,1
1987-12-18,"Portland Trail Blazers",129,"Phoenix Suns",114,18,17,18
1987-12-18,"Denver Nuggets",114,"San Antonio Spurs",133,6,20,20
1987-12-19,"Utah Jazz",124,"Atlanta Hawks",130,22,1,1
1987-12-19,"Seattle SuperSonics",129,"Golden State Warriors",102,21,8,21
1987-12-19,"Denver Nuggets",121,"Houston Rockets",117,6,9,6
1987-12-19,"Los Angeles Lakers",108,"Los Angeles Clippers",97,12,11,12
1987-12-19,"New Jersey Nets",93,"New York Knicks",125,14,15,15
1987-12-19,"Dallas Mavericks",90,"Philadelphia 76ers",95,5,16,16
1987-12-19,"Chicago Bulls",96,"Washington Bullets",109,3,23,23
1987-12-20,"Philadelphia 76ers",87,"Boston Celtics",124,16,2,2
1987-12-20,"Indiana Pacers",116,"Cleveland Cavaliers",127,10,4,4
1987-12-20,"Seattle SuperSonics",94,"Los Angeles Lakers",103,21,12,12
1987-12-20,"San Antonio Spurs",126,"Portland Trail Blazers",148,20,18,18
1987-12-20,"Phoenix Suns",120,"Sacramento Kings",109,17,19,17
1987-12-21,"Utah Jazz",95,"New Jersey Nets",106,22,14,14
1987-12-22,"Dallas Mavericks",111,"Chicago Bulls",100,5,3,5
1987-12-22,"Phoenix Suns",104,"Denver Nuggets",119,17,6,6
1987-12-22,"Atlanta Hawks",103,"Houston Rockets",122,1,9,9
1987-12-22,"New York Knicks",105,"Milwaukee Bucks",122,15,13,13
1987-12-22,"Boston Celtics",118,"Philadelphia 76ers",115,2,16,2
1987-12-22,"Golden State Warriors",91,"Portland Trail Blazers",136,8,18,18
1987-12-22,"San Antonio Spurs",96,"Sacramento Kings",120,20,19,19
1987-12-22,"Cleveland Cavaliers",106,"Washington Bullets",102,4,23,4
1987-12-23,"Utah Jazz",91,"Cleveland Cavaliers",83,22,4,22
1987-12-23,"Denver Nuggets",117,"Golden State Warriors",129,6,8,8
1987-12-23,"Dallas Mavericks",110,"Indiana Pacers",109,5,10,5
1987-12-23,"San Antonio Spurs",111,"Los Angeles Clippers",97,20,11,20
1987-12-23,"Sacramento Kings",103,"Los Angeles Lakers",117,19,12,12
1987-12-23,"Philadelphia 76ers",110,"New Jersey Nets",106,16,14,16
1987-12-23,"Chicago Bulls",89,"New York Knicks",90,3,15,15
1987-12-23,"Seattle SuperSonics",103,"Phoenix Suns",102,21,17,21
1987-12-25,"Detroit Pistons",91,"New York Knicks",87,7,15,7
1987-12-25,"Atlanta Hawks",106,"Philadelphia 76ers",100,1,16,1
1987-12-26,"New York Knicks",98,"Atlanta Hawks",125,15,1,1
1987-12-26,"Portland Trail Blazers",117,"Cleveland Cavaliers",120,18,4,4
1987-12-26,"Houston Rockets",100,"Dallas Mavericks",105,9,5,5
1987-12-26,"Seattle SuperSonics",111,"Denver Nuggets",115,21,6,6
1987-12-26,"New Jersey Nets",75,"Detroit Pistons",110,14,7,7
1987-12-26,"Chicago Bulls",92,"Indiana Pacers",106,3,10,10
1987-12-26,"Boston Celtics",106,"Los Angeles Clippers",97,2,11,2
1987-12-26,"Washington Bullets",97,"Milwaukee Bucks",102,23,13,13
1987-12-26,"Sacramento Kings",112,"Phoenix Suns",110,19,17,19
1987-12-26,"Golden State Warriors",96,"San Antonio Spurs",105,8,20,20
1987-12-26,"Los Angeles Lakers",117,"Utah Jazz",109,12,22,12
1987-12-27,"Cleveland Cavaliers",83,"New Jersey Nets",101,4,14,14
1987-12-27,"Boston Celtics",114,"Sacramento Kings",102,2,19,2
1987-12-28,"Philadelphia 76ers",101,"Phoenix Suns",117,16,17,17
1987-12-28,"Denver Nuggets",100,"Seattle SuperSonics",108,6,21,21
1987-12-29,"Atlanta Hawks",108,"Chicago Bulls",98,1,3,1
1987-12-29,"Sacramento Kings",117,"Dallas Mavericks",126,19,5,5
1987-12-29,"Utah Jazz",98,"Denver Nuggets",97,22,6,22
1987-12-29,"Houston Rockets",101,"Detroit Pistons",91,9,7,9
1987-12-29,"Philadelphia 76ers",115,"Los Angeles Lakers",131,16,12,12
1987-12-29,"Milwaukee Bucks",106,"New Jersey Nets",88,13,14,13
1987-12-29,"Portland Trail Blazers",110,"New York Knicks",123,18,15,15
1987-12-30,"Atlanta Hawks",117,"Cleveland Cavaliers",110,1,4,1
1987-12-30,"Detroit Pistons",105,"Indiana Pacers",95,7,10,7
1987-12-30,"Phoenix Suns",121,"Los Angeles Clippers",102,17,11,17
1987-12-30,"Houston Rockets",102,"Milwaukee Bucks",93,9,13,9
1987-12-30,"Sacramento Kings",108,"San Antonio Spurs",140,19,20,20
1987-12-30,"Boston Celtics",105,"Seattle SuperSonics",111,2,21,21
1987-12-30,"Golden State Warriors",103,"Utah Jazz",104,8,22,22
1987-12-30,"Portland Trail Blazers",117,"Washington Bullets",112,18,23,18
1988-01-01,"Los Angeles Clippers",96,"New York Knicks",115,11,15,15
1988-01-01,"Philadelphia 76ers",125,"Portland Trail Blazers",127,16,18,18
1988-01-01,"Denver Nuggets",124,"Washington Bullets",109,6,23,6
1988-01-02,"New Jersey Nets",93,"Chicago Bulls",116,14,3,3
1988-01-02,"Phoenix Suns",107,"Cleveland Cavaliers",120,17,4,4
1988-01-02,"Denver Nuggets",151,"Detroit Pistons",142,6,7,6
1988-01-02,"Boston Celtics",115,"Golden State Warriors",110,2,8,2
1988-01-02,"Indiana Pacers",99,"Milwaukee Bucks",97,10,13,10
1988-01-02,"Utah Jazz",105,"Sacramento Kings",107,22,19,19
1988-01-02,"Dallas Mavericks",116,"San Antonio Spurs",109,5,20,5
1988-01-02,"Philadelphia 76ers",114,"Seattle SuperSonics",116,16,21,21
1988-01-02,"Houston Rockets",111,"Washington Bullets",100,9,23,9
1988-01-03,"Los Angeles Clippers",84,"Atlanta Hawks",121,11,1,1
1988-01-03,"Los Angeles Lakers",98,"Portland Trail Blazers",81,12,18,12
1988-01-04,"Denver Nuggets",101,"Cleveland Cavaliers",122,6,4,4
1988-01-04,"Dallas Mavericks",107,"Houston Rockets",117,5,9,9
1988-01-04,"San Antonio Spurs",115,"Los Angeles Lakers",133,20,12,12
1988-01-04,"Phoenix Suns",114,"Philadelphia 76ers",122,17,16,16
1988-01-04,"Boston Celtics",107,"Utah Jazz",99,2,22,2
1988-01-05,"Detroit Pistons",71,"Atlanta Hawks",81,7,1,1
1988-01-05,"Indiana Pacers",77,"Chicago Bulls",93,10,3,3
1988-01-05,"San Antonio Spurs",119,"Golden State Warriors",129,20,8,8
1988-01-05,"Los Angeles Clippers",82,"Milwaukee Bucks",98,11,13,13
1988-01-05,"Phoenix Suns",100,"New York Knicks",95,17,15,17
1988-01-05,"Seattle SuperSonics",114,"Portland Trail Blazers",126,21,18,18
1988-01-05,"New Jersey Nets",97,"Washington Bullets",101,14,23,23
1988-01-06,"New York Knicks",108,"Boston Celtics",117,15,2,2
1988-01-06,"Los Angeles Clippers",100,"Cleveland Cavaliers",116,11,4,4
1988-01-06,"Atlanta Hawks",87,"Detroit Pistons",90,1,7,7
1988-01-06,"Dallas Mavericks",89,"Los Angeles Lakers",103,5,12,12
1988-01-06,"Denver Nuggets",98,"New Jersey Nets",93,6,14,6
1988-01-06,"Utah Jazz",93,"Philadelphia 76ers",116,22,16,16
1988-01-06,"Houston Rockets",95,"Seattle SuperSonics",110,9,21,21
1988-01-07,"Denver Nuggets",96,"Chicago Bulls",100,6,3,3
1988-01-07,"Houston Rockets",120,"Golden State Warriors",113,9,8,9
1988-01-07,"Milwaukee Bucks",108,"Indiana Pacers",114,13,10,10
1988-01-07,"Dallas Mavericks",105,"Phoenix Suns",91,5,17,5
1988-01-07,"San Antonio Spurs",124,"Sacramento Kings",119,20,19,20
1988-01-08,"Cleveland Cavaliers",97,"Atlanta Hawks",101,4,1,1
1988-01-08,"Washington Bullets",109,"Boston Celtics",125,23,2,2
1988-01-08,"Los Angeles Lakers",106,"Detroit Pistons",104,12,7,12
1988-01-08,"Utah Jazz",111,"Milwaukee Bucks",107,22,13,22
1988-01-08,"New York Knicks",111,"New Jersey Nets",118,15,14,14
1988-01-08,"Los Angeles Clippers",103,"Philadelphia 76ers",117,11,16,16
1988-01-08,"Sacramento Kings",91,"Portland Trail Blazers",98,19,18,18
1988-01-09,"Denver Nuggets",105,"Atlanta Hawks",113,6,1,1
1988-01-09,"Utah Jazz",91,"Chicago Bulls",113,22,3,3
1988-01-09,"Dallas Mavericks",115,"Golden State Warriors",99,5,8,5
1988-01-09,"Phoenix Suns",98,"Houston Rockets",104,17,9,9
1988-01-09,"Los Angeles Lakers",101,"Indiana Pacers",98,12,10,12
1988-01-09,"Boston Celtics",98,"New York Knicks",106,2,15,15
1988-01-09,"Cleveland Cavaliers",110,"Philadelphia 76ers",126,4,16,16
1988-01-09,"San Antonio Spurs",133,"Seattle SuperSonics",141,20,21,21
1988-01-09,"Los Angeles Clippers",76,"Washington Bullets",108,11,23,23
1988-01-10,"New Jersey Nets",87,"Milwaukee Bucks",105,14,13,13
1988-01-10,"Seattle SuperSonics",108,"Sacramento Kings",109,21,19,19
1988-01-11,"Los Angeles Clippers",90,"Indiana Pacers",111,11,10,10
1988-01-11,"Denver Nuggets",115,"Phoenix Suns",127,6,17,17
1988-01-12,"Boston Celtics",104,"Chicago Bulls",97,2,3,2
1988-01-12,"New York Knicks",111,"Cleveland Cavaliers",119,15,4,4
1988-01-12,"Golden State Warriors",113,"Los Angeles Lakers",117,8,12,12
1988-01-12,"Philadelphia 76ers",103,"Milwaukee Bucks",106,16,13,13
1988-01-13,"Detroit Pistons",105,"Boston Celtics",143,7,2,2
1988-01-13,"Indiana Pacers",108,"Dallas Mavericks",110,10,5,5
1988-01-13,"Los Angeles Lakers",109,"Los Angeles Clippers",110,12,11,11
1988-01-13,"New Jersey Nets",95,"Philadelphia 76ers",104,14,16,16
1988-01-13,"Houston Rockets",106,"Phoenix Suns",117,9,17,17
