"Date","HTeam","HScore","ATeam","AScore","hID","aID","win"
1988-11-29,"San Antonio Spurs",104,"Atlanta Hawks",120,22,1,1
1988-11-29,"Miami Heat",84,"Charlotte Hornets",99,14,3,3
1988-11-29,"New York Knicks",119,"Denver Nuggets",139,17,7,7
1988-11-29,"Chicago Bulls",99,"Golden State Warriors",109,4,9,9
1988-11-29,"Phoenix Suns",124,"Houston Rockets",107,19,10,19
1988-11-29,"Detroit Pistons",98,"Indiana Pacers",107,8,11,11
1988-11-29,"Portland Trail Blazers",114,"Milwaukee Bucks",119,20,15,15
1988-11-29,"Boston Celtics",100,"New Jersey Nets",93,2,16,2
1988-11-29,"Los Angeles Clippers",95,"Sacramento Kings",123,12,21,21
1988-11-29,"Utah Jazz",102,"Seattle SuperSonics",109,24,23,23
1988-11-30,"New Jersey Nets",100,"Boston Celtics",133,16,2,2
1988-11-30,"Houston Rockets",101,"Dallas Mavericks",89,10,6,10
1988-11-30,"Indiana Pacers",111,"Detroit Pistons",114,11,8,8
1988-11-30,"New York Knicks",135,"Los Angeles Clippers",128,17,12,17
1988-11-30,"Seattle SuperSonics",106,"Los Angeles Lakers",110,23,13,13
1988-11-30,"San Antonio Spurs",105,"Miami Heat",101,22,14,22
1988-11-30,"Portland Trail Blazers",106,"Philadelphia 76ers",114,20,18,18
1988-11-30,"Chicago Bulls",93,"Utah Jazz",107,4,24,24
1988-12-01,"Washington Bullets",115,"Atlanta Hawks",127,25,1,1
1988-12-01,"Philadelphia 76ers",107,"Charlotte Hornets",109,18,3,3
1988-12-01,"Cleveland Cavaliers",99,"Milwaukee Bucks",96,5,15,5
1988-12-01,"Denver Nuggets",133,"Sacramento Kings",126,7,21,7
1988-12-02,"Boston Celtics",84,"Cleveland Cavaliers",112,2,5,5
1988-12-02,"New York Knicks",104,"Dallas Mavericks",101,17,6,17
1988-12-02,"Golden State Warriors",102,"Denver Nuggets",129,9,7,7
1988-12-02,"Utah Jazz",92,"Los Angeles Lakers",113,24,13,13
1988-12-02,"Portland Trail Blazers",105,"Miami Heat",102,20,14,20
1988-12-02,"Milwaukee Bucks",103,"New Jersey Nets",92,15,16,15
1988-12-02,"Houston Rockets",95,"Phoenix Suns",110,10,19,19
1988-12-02,"Los Angeles Clippers",104,"Seattle SuperSonics",154,12,23,23
1988-12-02,"Detroit Pistons",120,"Washington Bullets",114,8,25,8
1988-12-03,"Portland Trail Blazers",97,"Atlanta Hawks",115,20,1,1
1988-12-03,"Chicago Bulls",113,"Dallas Mavericks",100,4,6,4
1988-12-03,"Charlotte Hornets",104,"Houston Rockets",108,3,10,10
1988-12-03,"Philadelphia 76ers",107,"Indiana Pacers",100,18,11,18
1988-12-03,"Los Angeles Clippers",106,"Phoenix Suns",114,12,19,19
1988-12-03,"Utah Jazz",107,"Sacramento Kings",73,24,21,24
1988-12-03,"New York Knicks",109,"San Antonio Spurs",122,17,22,22
1988-12-03,"Golden State Warriors",106,"Seattle SuperSonics",136,9,23,23
1988-12-04,"Denver Nuggets",103,"Cleveland Cavaliers",122,7,5,5
1988-12-04,"Washington Bullets",112,"Los Angeles Lakers",119,25,13,13
1988-12-04,"Detroit Pistons",102,"New Jersey Nets",99,8,16,8
1988-12-06,"Sacramento Kings",113,"Atlanta Hawks",123,21,1,1
1988-12-06,"Boston Celtics",100,"Chicago Bulls",105,2,4,4
1988-12-06,"Utah Jazz",103,"Golden State Warriors",114,24,9,9
1988-12-06,"Cleveland Cavaliers",105,"Houston Rockets",106,5,10,10
1988-12-06,"Los Angeles Lakers",111,"Los Angeles Clippers",102,13,12,13
1988-12-06,"Detroit Pistons",84,"Milwaukee Bucks",109,8,15,15
1988-12-06,"Portland Trail Blazers",97,"New Jersey Nets",93,20,16,20
1988-12-06,"Denver Nuggets",123,"New York Knicks",124,7,17,17
1988-12-06,"Washington Bullets",92,"Phoenix Suns",130,25,19,19
1988-12-06,"Seattle SuperSonics",112,"San Antonio Spurs",107,23,22,23
1988-12-07,"Atlanta Hawks",106,"Boston Celtics",103,1,2,1
1988-12-07,"Seattle SuperSonics",98,"Dallas Mavericks",102,23,6,6
1988-12-07,"Chicago Bulls",89,"Detroit Pistons",102,4,8,8
1988-12-07,"Portland Trail Blazers",120,"Indiana Pacers",129,20,11,11
1988-12-07,"Phoenix Suns",111,"Los Angeles Lakers",125,19,13,13
1988-12-07,"Sacramento Kings",96,"Miami Heat",94,21,14,21
1988-12-07,"Denver Nuggets",109,"Philadelphia 76ers",134,7,18,18
1988-12-07,"Washington Bullets",94,"Utah Jazz",111,25,24,24
1988-12-08,"Houston Rockets",116,"Los Angeles Clippers",120,10,12,12
1988-12-08,"Milwaukee Bucks",109,"New York Knicks",113,15,17,17
1988-12-08,"Cleveland Cavaliers",104,"San Antonio Spurs",95,5,22,5
1988-12-09,"Detroit Pistons",92,"Atlanta Hawks",82,8,1,8
1988-12-09,"Philadelphia 76ers",107,"Boston Celtics",121,18,2,2
1988-12-09,"New Jersey Nets",95,"Charlotte Hornets",96,16,3,3
1988-12-09,"Milwaukee Bucks",100,"Chicago Bulls",118,15,4,4
1988-12-09,"Sacramento Kings",105,"Indiana Pacers",112,21,11,11
1988-12-09,"Denver Nuggets",121,"Miami Heat",110,7,14,7
1988-12-09,"Golden State Warriors",105,"Phoenix Suns",110,9,19,19
1988-12-09,"Washington Bullets",90,"Portland Trail Blazers",93,25,20,20
1988-12-09,"Dallas Mavericks",97,"Utah Jazz",89,6,24,6
1988-12-10,"Denver Nuggets",133,"Atlanta Hawks",130,7,1,7
1988-12-10,"Miami Heat",88,"Chicago Bulls",111,14,4,4
1988-12-10,"Cleveland Cavaliers",102,"Dallas Mavericks",98,5,6,5
1988-12-10,"Philadelphia 76ers",100,"Detroit Pistons",106,18,8,8
1988-12-10,"Washington Bullets",102,"Golden State Warriors",109,25,9,9
1988-12-10,"Seattle SuperSonics",91,"Houston Rockets",110,23,10,10
1988-12-10,"Los Angeles Lakers",112,"Indiana Pacers",105,13,11,13
1988-12-10,"Utah Jazz",110,"Los Angeles Clippers",102,24,12,24
1988-12-10,"Charlotte Hornets",112,"New Jersey Nets",121,3,16,16
1988-12-10,"Sacramento Kings",111,"New York Knicks",124,21,17,17
1988-12-11,"Los Angeles Lakers",94,"Milwaukee Bucks",95,13,15,15
1988-12-11,"San Antonio Spurs",123,"Portland Trail Blazers",128,22,20,20
1988-12-12,"Miami Heat",94,"Utah Jazz",110,14,24,24
1988-12-13,"Atlanta Hawks",106,"Chicago Bulls",88,1,4,1
1988-12-13,"Los Angeles Lakers",111,"Cleveland Cavaliers",102,13,5,13
1988-12-13,"Golden State Warriors",111,"Dallas Mavericks",117,9,6,6
1988-12-13,"Houston Rockets",101,"Denver Nuggets",126,10,7,7
1988-12-13,"Charlotte Hornets",104,"Indiana Pacers",115,3,11,11
1988-12-13,"New Jersey Nets",100,"New York Knicks",121,16,17,17
1988-12-13,"Milwaukee Bucks",109,"Philadelphia 76ers",91,15,18,15
1988-12-13,"Los Angeles Clippers",92,"Portland Trail Blazers",113,12,20,20
1988-12-13,"San Antonio Spurs",89,"Sacramento Kings",108,22,21,21
1988-12-13,"Phoenix Suns",116,"Seattle SuperSonics",126,19,23,23
1988-12-13,"Boston Celtics",105,"Washington Bullets",115,2,25,25
1988-12-14,"Philadelphia 76ers",96,"Atlanta Hawks",103,18,1,1
1988-12-14,"Utah Jazz",104,"Boston Celtics",112,24,2,2
1988-12-14,"Indiana Pacers",106,"Charlotte Hornets",115,11,3,3
1988-12-14,"Milwaukee Bucks",119,"Detroit Pistons",110,15,8,15
1988-12-14,"Miami Heat",89,"Los Angeles Clippers",88,14,12,14
1988-12-14,"Los Angeles Lakers",113,"New Jersey Nets",118,13,16,16
1988-12-15,"Detroit Pistons",98,"Cleveland Cavaliers",119,8,5,5
1988-12-15,"Golden State Warriors",115,"Houston Rockets",124,9,10,10
1988-12-15,"Utah Jazz",116,"New York Knicks",117,24,17,17
1988-12-15,"Miami Heat",90,"Sacramento Kings",94,14,21,21
1988-12-15,"San Antonio Spurs",107,"Seattle SuperSonics",122,22,23,23
1988-12-16,"Milwaukee Bucks",112,"Atlanta Hawks",115,15,1,1
1988-12-16,"Los Angeles Lakers",96,"Boston Celtics",110,13,2,2
1988-12-16,"Dallas Mavericks",107,"Charlotte Hornets",98,6,3,6
1988-12-16,"Indiana Pacers",93,"Chicago Bulls",100,11,4,4
1988-12-16,"Denver Nuggets",118,"Los Angeles Clippers",121,7,12,12
1988-12-16,"Philadelphia 76ers",114,"New Jersey Nets",106,18,16,18
1988-12-16,"Portland Trail Blazers",125,"Phoenix Suns",132,20,19,19
1988-12-17,"Atlanta Hawks",94,"Cleveland Cavaliers",120,1,5,5
1988-12-17,"Los Angeles Clippers",99,"Denver Nuggets",114,12,7,7
1988-12-17,"Charlotte Hornets",91,"Detroit Pistons",100,3,8,8
1988-12-17,"New Jersey Nets",100,"Indiana Pacers",92,16,11,16
1988-12-17,"Dallas Mavericks",104,"Miami Heat",87,6,14,6
1988-12-17,"Chicago Bulls",112,"Milwaukee Bucks",93,4,15,4
1988-12-17,"Washington Bullets",102,"New York Knicks",117,25,17,17
1988-12-17,"Utah Jazz",107,"Philadelphia 76ers",119,24,18,18
1988-12-17,"Phoenix Suns",97,"Portland Trail Blazers",115,19,20,20
1988-12-17,"Golden State Warriors",123,"San Antonio Spurs",113,9,22,9
1988-12-17,"Sacramento Kings",111,"Seattle SuperSonics",141,21,23,23
1988-12-18,"New York Knicks",104,"Boston Celtics",117,17,2,2
1988-12-18,"San Antonio Spurs",109,"Houston Rockets",120,22,10,10
1988-12-18,"Los Angeles Lakers",110,"Washington Bullets",115,13,25,25
1988-12-20,"Seattle SuperSonics",118,"Atlanta Hawks",121,23,1,1
1988-12-20,"Los Angeles Lakers",103,"Chicago Bulls",116,13,4,4
1988-12-20,"Utah Jazz",94,"Cleveland Cavaliers",110,24,5,5
1988-12-20,"Portland Trail Blazers",127,"Denver Nuggets",124,20,7,20
1988-12-20,"Miami Heat",100,"Detroit Pistons",116,14,8,8
1988-12-20,"Los Angeles Clippers",111,"Golden State Warriors",113,12,9,9
1988-12-20,"Sacramento Kings",104,"Houston Rockets",105,21,10,10
1988-12-20,"Charlotte Hornets",115,"Milwaukee Bucks",125,3,15,15
1988-12-20,"Indiana Pacers",113,"New York Knicks",141,11,17,17
1988-12-20,"Dallas Mavericks",108,"Philadelphia 76ers",102,6,18,6
1988-12-20,"San Antonio Spurs",110,"Phoenix Suns",128,22,19,19
1988-12-21,"Cleveland Cavaliers",115,"Boston Celtics",114,5,2,5
1988-12-21,"Milwaukee Bucks",112,"Charlotte Hornets",100,15,3,15
1988-12-21,"Seattle SuperSonics",109,"Miami Heat",101,23,14,23
1988-12-21,"Dallas Mavericks",120,"New Jersey Nets",122,6,16,16
1988-12-21,"Sacramento Kings",107,"San Antonio Spurs",125,21,22,22
1988-12-21,"Utah Jazz",98,"Washington Bullets",82,24,25,24
1988-12-22,"Phoenix Suns",126,"Denver Nuggets",118,19,7,19
1988-12-22,"Portland Trail Blazers",117,"Golden State Warriors",109,20,9,20
1988-12-22,"Los Angeles Clippers",109,"Houston Rockets",125,12,10,10
1988-12-22,"Detroit Pistons",85,"New York Knicks",88,8,17,17
1988-12-23,"Indiana Pacers",114,"Atlanta Hawks",131,11,1,1
1988-12-23,"Chicago Bulls",101,"Charlotte Hornets",103,4,3,3
1988-12-23,"Seattle SuperSonics",107,"Cleveland Cavaliers",119,23,5,5
1988-12-23,"Sacramento Kings",102,"Los Angeles Lakers",120,21,13,13
1988-12-23,"Utah Jazz",80,"Miami Heat",101,24,14,14
1988-12-23,"Dallas Mavericks",101,"Milwaukee Bucks",113,6,15,15
1988-12-23,"Denver Nuggets",107,"Phoenix Suns",119,7,19,19
1988-12-23,"Golden State Warriors",107,"Portland Trail Blazers",111,9,20,20
1988-12-23,"Los Angeles Clippers",114,"San Antonio Spurs",108,12,22,12
1988-12-25,"Washington Bullets",110,"Philadelphia 76ers",125,25,18,18
1988-12-25,"Los Angeles Lakers",87,"Utah Jazz",101,13,24,24
1988-12-26,"Houston Rockets",97,"Charlotte Hornets",95,10,3,10
1988-12-26,"San Antonio Spurs",109,"Miami Heat",111,22,14,14
1988-12-26,"Washington Bullets",120,"New Jersey Nets",108,25,16,25
1988-12-26,"Los Angeles Lakers",96,"Phoenix Suns",111,13,19,19
1988-12-27,"New York Knicks",126,"Atlanta Hawks",128,17,1,1
1988-12-27,"Cleveland Cavaliers",107,"Chicago Bulls",96,5,4,5
1988-12-27,"San Antonio Spurs",101,"Dallas Mavericks",110,22,6,6
1988-12-27,"Boston Celtics",109,"Denver Nuggets",130,2,7,7
1988-12-27,"Philadelphia 76ers",112,"Golden State Warriors",119,18,9,9
1988-12-27,"Seattle SuperSonics",100,"Los Angeles Clippers",104,23,12,12
1988-12-27,"Houston Rockets",101,"Miami Heat",93,10,14,10
1988-12-27,"Indiana Pacers",107,"Milwaukee Bucks",120,11,15,15
1988-12-27,"Portland Trail Blazers",111,"Sacramento Kings",112,20,21,21
1988-12-28,"Charlotte Hornets",98,"Cleveland Cavaliers",122,3,5,5
1988-12-28,"Phoenix Suns",100,"Detroit Pistons",106,19,8,8
1988-12-28,"Philadelphia 76ers",123,"Los Angeles Lakers",128,18,13,13
1988-12-28,"Indiana Pacers",101,"New Jersey Nets",118,11,16,16
1988-12-28,"Sacramento Kings",80,"Utah Jazz",96,21,24,24
1988-12-29,"New York Knicks",106,"Chicago Bulls",108,17,4,4
1988-12-29,"Boston Celtics",115,"Dallas Mavericks",131,2,6,6
1988-12-29,"Miami Heat",99,"Seattle SuperSonics",129,14,23,23
1988-12-29,"Houston Rockets",109,"Washington Bullets",126,10,25,25
1988-12-30,"New York Knicks",111,"Charlotte Hornets",122,17,3,3
1988-12-30,"Washington Bullets",110,"Cleveland Cavaliers",127,25,5,5
1988-12-30,"Miami Heat",83,"Denver Nuggets",109,14,7,7
1988-12-30,"Houston Rockets",83,"Detroit Pistons",95,10,8,8
1988-12-30,"Chicago Bulls",101,"Indiana Pacers",85,4,11,4
1988-12-30,"Los Angeles Clippers",109,"Los Angeles Lakers",124,12,13,13
1988-12-30,"Atlanta Hawks",117,"Milwaukee Bucks",113,1,15,1
1988-12-30,"Phoenix Suns",116,"New Jersey Nets",109,19,16,19
1988-12-30,"Boston Celtics",112,"San Antonio Spurs",99,2,22,2
1988-12-30,"Philadelphia 76ers",95,"Utah Jazz",102,18,24,24
1989-01-02,"Phoenix Suns",125,"Washington Bullets",122,19,25,19
1989-01-03,"Detroit Pistons",104,"Atlanta Hawks",123,8,1,1
1989-01-03,"New Jersey Nets",109,"Charlotte Hornets",106,16,3,16
1989-01-03,"Los Angeles Clippers",121,"Chicago Bulls",126,12,4,4
1989-01-03,"Indiana Pacers",98,"Cleveland Cavaliers",119,11,5,5
1989-01-03,"Utah Jazz",102,"Houston Rockets",104,24,10,10
1989-01-03,"Boston Celtics",107,"New York Knicks",109,2,17,17
1989-01-03,"Miami Heat",95,"Portland Trail Blazers",119,14,20,20
1989-01-03,"Dallas Mavericks",96,"Sacramento Kings",123,6,21,21
1989-01-03,"Denver Nuggets",105,"San Antonio Spurs",129,7,22,22
1989-01-03,"Los Angeles Lakers",106,"Seattle SuperSonics",116,13,23,23
1989-01-04,"Phoenix Suns",106,"Boston Celtics",104,19,2,19
1989-01-04,"Miami Heat",100,"Golden State Warriors",109,14,9,9
1989-01-04,"Atlanta Hawks",113,"Indiana Pacers",116,1,11,11
1989-01-04,"Portland Trail Blazers",120,"Los Angeles Lakers",133,20,13,13
1989-01-04,"Los Angeles Clippers",102,"Milwaukee Bucks",110,12,15,15
1989-01-04,"New York Knicks",105,"New Jersey Nets",96,17,16,17
1989-01-04,"Charlotte Hornets",86,"Washington Bullets",109,3,25,25
1989-01-05,"Chicago Bulls",98,"Cleveland Cavaliers",103,4,5,5
1989-01-05,"Golden State Warriors",129,"Denver Nuggets",131,9,7,7
1989-01-05,"Philadelphia 76ers",104,"San Antonio Spurs",119,18,22,22
1989-01-05,"Sacramento Kings",106,"Seattle SuperSonics",120,21,23,23
1989-01-06,"Charlotte Hornets",92,"Boston Celtics",115,3,2,2
1989-01-06,"Utah Jazz",106,"Chicago Bulls",92,24,4,24
1989-01-06,"Atlanta Hawks",88,"Detroit Pistons",111,1,8,8
1989-01-06,"Los Angeles Clippers",88,"Indiana Pacers",123,12,11,11
1989-01-06,"Miami Heat",86,"Los Angeles Lakers",118,14,13,13
1989-01-06,"Dallas Mavericks",111,"Phoenix Suns",120,6,19,19
