"Date","HTeam","HScore","ATeam","AScore","hID","aID","win"
1985-10-25,"Washington Bullets",100,"Atlanta Hawks",91,23,1,23
1985-10-25,"Houston Rockets",112,"Utah Jazz",108,9,22,9
1985-10-25,"Los Angeles Clippers",108,"Sacramento Kings",104,11,19,11
1985-10-25,"Phoenix Suns",123,"Portland Trail Blazers",128,17,18,18
1985-10-25,"Denver Nuggets",119,"Golden State Warriors",105,6,8,6
1985-10-25,"Milwaukee Bucks",116,"Detroit Pistons",118,13,7,7
1985-10-25,"Cleveland Cavaliers",115,"Chicago Bulls",116,4,3,3
1985-10-25,"Boston Celtics",109,"New Jersey Nets",113,2,14,14
1985-10-26,"Los Angeles Lakers",121,"San Antonio Spurs",116,12,20,12
1985-10-26,"Philadelphia 76ers",99,"New York Knicks",89,16,15,16
1985-10-26,"Atlanta Hawks",91,"Milwaukee Bucks",117,1,13,13
1985-10-26,"Houston Rockets",129,"Los Angeles Clippers",130,9,11,11
1985-10-26,"New Jersey Nets",92,"Indiana Pacers",119,14,10,10
1985-10-26,"Sacramento Kings",112,"Denver Nuggets",123,19,6,6
1985-10-26,"Seattle SuperSonics",95,"Dallas Mavericks",101,21,5,5
1985-10-26,"Boston Celtics",105,"Cleveland Cavaliers",100,2,4,2
1985-10-26,"Detroit Pistons",118,"Chicago Bulls",121,7,3,3
1985-10-27,"Golden State Warriors",99,"Portland Trail Blazers",116,8,18,18
1985-10-29,"Portland Trail Blazers",113,"Los Angeles Clippers",119,18,11,11
1985-10-29,"Philadelphia 76ers",117,"Milwaukee Bucks",119,16,13,13
1985-10-29,"Denver Nuggets",142,"Phoenix Suns",127,6,17,6
1985-10-29,"Utah Jazz",112,"San Antonio Spurs",124,22,20,20
1985-10-29,"Seattle SuperSonics",99,"Houston Rockets",111,21,9,9
1985-10-29,"Chicago Bulls",111,"Golden State Warriors",105,3,8,3
1985-10-29,"New Jersey Nets",107,"Detroit Pistons",124,14,7,7
1985-10-29,"Los Angeles Lakers",133,"Dallas Mavericks",115,12,5,12
1985-10-29,"Washington Bullets",97,"Cleveland Cavaliers",90,23,4,23
1985-10-29,"New York Knicks",87,"Atlanta Hawks",102,15,1,1
1985-10-30,"San Antonio Spurs",100,"Utah Jazz",102,20,22,22
1985-10-30,"Detroit Pistons",125,"Philadelphia 76ers",132,7,16,16
1985-10-30,"Milwaukee Bucks",106,"Boston Celtics",117,13,2,2
1985-10-30,"Indiana Pacers",138,"New Jersey Nets",147,10,14,14
1985-10-31,"Seattle SuperSonics",73,"Denver Nuggets",90,21,6,6
1985-10-31,"New York Knicks",104,"Golden State Warriors",111,15,8,8
1985-10-31,"Chicago Bulls",112,"Los Angeles Clippers",120,3,11,11
1985-10-31,"Los Angeles Lakers",144,"Phoenix Suns",107,12,17,12
1985-10-31,"Houston Rockets",116,"Sacramento Kings",122,9,19,19
1985-10-31,"Cleveland Cavaliers",114,"Washington Bullets",107,4,23,4
1985-11-01,"Atlanta Hawks",105,"Boston Celtics",109,1,2,2
1985-11-01,"Indiana Pacers",116,"Detroit Pistons",124,10,7,7
1985-11-01,"Dallas Mavericks",107,"San Antonio Spurs",116,5,20,20
1985-11-01,"Phoenix Suns",110,"Utah Jazz",121,17,22,22
1985-11-01,"Philadelphia 76ers",102,"New Jersey Nets",106,16,14,14
1985-11-02,"Philadelphia 76ers",113,"Atlanta Hawks",114,16,1,1
1985-11-02,"Sacramento Kings",113,"Dallas Mavericks",119,19,5,5
1985-11-02,"Los Angeles Lakers",120,"Golden State Warriors",116,12,8,12
1985-11-02,"San Antonio Spurs",98,"Houston Rockets",111,20,9,9
1985-11-02,"Detroit Pistons",128,"Indiana Pacers",117,7,10,7
1985-11-02,"New York Knicks",95,"Los Angeles Clippers",103,15,11,11
1985-11-02,"New Jersey Nets",113,"Milwaukee Bucks",136,14,13,13
1985-11-02,"Utah Jazz",108,"Portland Trail Blazers",128,22,18,18
1985-11-02,"Chicago Bulls",100,"Seattle SuperSonics",118,3,21,21
1985-11-02,"Boston Celtics",88,"Washington Bullets",73,2,23,2
1985-11-03,"Milwaukee Bucks",120,"Cleveland Cavaliers",110,13,4,13
1985-11-03,"New York Knicks",96,"Portland Trail Blazers",110,15,18,18
1985-11-05,"Atlanta Hawks",113,"Denver Nuggets",128,1,6,6
1985-11-05,"Portland Trail Blazers",113,"Houston Rockets",127,18,9,9
1985-11-05,"Cleveland Cavaliers",129,"Los Angeles Lakers",111,4,12,4
1985-11-05,"San Antonio Spurs",97,"Milwaukee Bucks",126,20,13,13
1985-11-05,"New York Knicks",80,"Seattle SuperSonics",84,15,21,21
1985-11-05,"Golden State Warriors",99,"Utah Jazz",118,8,22,22
1985-11-05,"Washington Bullets",106,"New Jersey Nets",112,23,14,14
1985-11-06,"Portland Trail Blazers",111,"Dallas Mavericks",109,18,5,18
1985-11-06,"Chicago Bulls",105,"Detroit Pistons",122,3,7,7
1985-11-06,"Seattle SuperSonics",101,"Golden State Warriors",105,21,8,8
1985-11-06,"Indiana Pacers",97,"Philadelphia 76ers",105,10,16,16
1985-11-06,"Atlanta Hawks",114,"Phoenix Suns",106,1,17,1
1985-11-06,"San Antonio Spurs",81,"Washington Bullets",80,20,23,20
1985-11-07,"Dallas Mavericks",99,"Denver Nuggets",131,5,6,6
1985-11-07,"Los Angeles Clippers",115,"Houston Rockets",137,11,9,9
1985-11-07,"Milwaukee Bucks",92,"New York Knicks",88,13,15,13
1985-11-07,"Cleveland Cavaliers",95,"Sacramento Kings",94,4,19,4
1985-11-07,"Los Angeles Lakers",116,"Utah Jazz",106,12,22,12
1985-11-07,"Chicago Bulls",97,"New Jersey Nets",106,3,14,14
1985-11-08,"Phoenix Suns",101,"Boston Celtics",125,17,2,2
1985-11-08,"Atlanta Hawks",119,"Golden State Warriors",130,1,8,8
1985-11-08,"Denver Nuggets",99,"Los Angeles Lakers",128,6,12,12
1985-11-08,"San Antonio Spurs",107,"Philadelphia 76ers",95,20,16,20
1985-11-08,"Seattle SuperSonics",88,"Portland Trail Blazers",92,21,18,18
1985-11-08,"Detroit Pistons",117,"Washington Bullets",110,7,23,7
1985-11-09,"Houston Rockets",115,"Dallas Mavericks",110,9,5,9
1985-11-09,"Boston Celtics",124,"Detroit Pistons",105,2,7,2
1985-11-09,"Phoenix Suns",105,"Indiana Pacers",127,17,10,10
1985-11-09,"Atlanta Hawks",97,"Los Angeles Clippers",94,1,11,1
1985-11-09,"Chicago Bulls",97,"New York Knicks",94,3,15,3
1985-11-09,"Seattle SuperSonics",93,"Sacramento Kings",98,21,19,19
1985-11-09,"Cleveland Cavaliers",114,"Utah Jazz",121,4,22,22
1985-11-09,"Milwaukee Bucks",123,"New Jersey Nets",126,13,14,14
1985-11-10,"Sacramento Kings",111,"Golden State Warriors",117,19,8,8
1985-11-10,"Milwaukee Bucks",97,"Philadelphia 76ers",105,13,16,16
1985-11-10,"Cleveland Cavaliers",107,"Portland Trail Blazers",110,4,18,18
1985-11-11,"New Jersey Nets",104,"San Antonio Spurs",111,14,20,20
1985-11-12,"Milwaukee Bucks",132,"Chicago Bulls",103,13,3,13
1985-11-12,"Washington Bullets",122,"Detroit Pistons",124,23,7,7
1985-11-12,"Los Angeles Clippers",115,"Golden State Warriors",127,11,8,8
1985-11-12,"Denver Nuggets",119,"Houston Rockets",127,6,9,9
1985-11-12,"Utah Jazz",110,"Los Angeles Lakers",119,22,12,12
1985-11-12,"Phoenix Suns",93,"New York Knicks",103,17,15,15
1985-11-12,"Sacramento Kings",115,"Portland Trail Blazers",126,19,18,18
1985-11-12,"Dallas Mavericks",90,"Seattle SuperSonics",109,5,21,21
1985-11-13,"Phoenix Suns",101,"Atlanta Hawks",108,17,1,1
1985-11-13,"Indiana Pacers",114,"Boston Celtics",118,10,2,2
1985-11-13,"Seattle SuperSonics",93,"Los Angeles Clippers",89,21,11,21
1985-11-13,"Detroit Pistons",118,"Milwaukee Bucks",137,7,13,13
1985-11-13,"Chicago Bulls",106,"Philadelphia 76ers",110,3,16,16
1985-11-13,"Dallas Mavericks",115,"Utah Jazz",100,5,22,5
